Market,Date,Total Spend
NO,2022-02-17,248.596102
ES,2022-04-16,247.9809265
CH,2022-04-27,247.9724532
CH,2022-01-26,247.8417728
KR,2022-04-07,247.7771462
HK,2022-08-02,247.5292678
IE,2022-08-09,247.4062258
TW,2022-03-10,247.1786241
FI,2022-08-01,247.0525
PT,2022-01-06,247.0129083
FI,2022-05-31,246.955203
CH,2022-04-16,246.8665495
FI,2022-09-15,246.8447276
MX,2022-05-12,246.7138
AT,2022-06-02,246.7122
JP,2022-04-30,246.6739
HK,2022-07-17,246.485866
NL,2022-07-09,246.3279
SG,2022-09-16,246.1803
HK,2022-07-15,246.1011938
LT,2022-07-14,246.0738
PT,2022-01-05,245.6721
IE,2022-08-26,245.546168
FI,2022-07-13,245.5333
CH,2022-05-03,245.4232223
ES,2022-06-07,245.4052
CH,2022-06-20,245.3986
BE,2022-04-01,245.3845
IT,2022-06-13,245.0114
DK,2022-05-02,244.8288926
CH,2022-03-18,244.6932104
GR,2022-08-12,244.378077
ES,2022-05-20,244.2526368
IT,2022-01-26,243.9905273
ES,2022-03-20,243.7164432
KR,2022-05-13,243.6039371
IE,2022-07-28,243.5999
ES,2022-06-29,243.0731
BE,2022-06-04,243.0565
SA,2022-06-06,243.0504
AT,2022-08-15,242.992036
AT,2022-01-07,242.8094631
IT,2022-05-13,242.7753169
DK,2022-03-28,242.7474156
NO,2022-02-21,242.7078515
IE,2022-09-15,242.3603
DK,2022-03-27,241.8901
ES,2022-04-18,241.399
IE,2022-01-07,241.3950208
JP,2022-05-15,241.315
NO,2022-02-28,241.3101875
IE,2022-08-25,240.9784569
KR,2022-01-28,240.8883731
AT,2022-07-30,240.820904
IE,2022-08-19,240.515873
CH,2022-04-03,240.4977
KR,2022-05-05,240.44038
IT,2022-04-26,240.434
AE,2022-05-03,240.4327149
FI,2022-09-04,240.323
IT,2022-07-04,240.2297
NO,2022-04-25,239.5676
FI,2022-02-06,239.4525496
SG,2022-07-14,239.1558
CH,2022-03-19,239.0159025
KR,2022-04-29,238.9670624
CH,2022-01-25,238.7522815
BE,2022-09-15,238.7219
AT,2022-01-05,238.5789
MX,2022-05-03,238.310249
ES,2022-05-19,238.2881265
CH,2022-04-20,238.2121
IE,2022-01-08,238.1245
FI,2022-09-06,237.951821
KR,2022-03-23,237.8532
HK,2022-07-23,237.4096
KR,2022-01-24,237.2745
IT,2022-05-03,236.6770975
CH,2022-03-20,236.2220258
DK,2022-03-23,236.0649
IT,2022-06-06,235.9157
HK,2022-06-11,235.7989
KR,2022-05-24,235.6821403
CO,2022-06-21,235.5734
KR,2022-01-25,235.5240335
SA,2022-06-03,235.4889
IT,2022-05-09,235.4606
CO,2022-06-15,235.4579783
FI,2022-03-07,235.2878
JP,2022-06-18,235.1906
BE,2022-04-27,235.0715532
MA,2022-05-23,234.7914093
HK,2022-06-12,234.7580669
SA,2022-07-07,234.7302086
AE,2022-07-05,234.5192354
IT,2022-05-05,234.1471488
JP,2022-06-23,234.1090267
FI,2022-07-11,233.7002
JP,2022-06-03,233.6232
AE,2022-05-05,233.2597744
IE,2022-01-05,233.1673
NO,2022-05-18,233.1642729
CH,2022-01-27,233.0868636
DK,2022-04-27,232.8399422
ES,2022-06-30,232.4479549
DK,2022-03-29,232.3159
AT,2022-08-03,232.26541
ES,2022-05-15,232.2373
HK,2022-07-20,232.2219843
IT,2022-07-10,232.029877
NO,2022-02-22,231.9962
SG,2022-05-30,231.6873548
KR,2022-04-27,231.6406083
AE,2022-07-09,231.632
ES,2022-05-13,231.5304958
SG,2022-08-07,231.4643
CH,2022-05-12,231.2948
JP,2022-06-11,231.2594
DK,2022-05-13,231.026948
KR,2022-05-01,230.775344
BE,2022-06-18,230.5746
DK,2022-05-05,230.3301827
DK,2022-04-10,230.2727
MX,2022-04-27,230.1037642
ES,2022-06-08,230.0117209
DK,2022-05-01,229.995
BE,2022-09-19,229.947089
IT,2022-03-20,229.834445
FI,2022-07-30,229.7893797
MX,2022-05-08,229.7666
NO,2022-02-09,229.6843
DK,2022-04-11,229.6229999
SG,2022-08-06,229.3643909
IE,2022-08-06,229.2070754
AE,2022-08-05,228.2323636
JP,2022-04-02,227.9405
AT,2022-04-24,227.9096
DK,2022-08-28,227.7888
KR,2022-05-23,227.0568763
PT,2022-07-15,226.9351652
KR,2022-04-02,226.8433
HK,2022-06-10,226.7889001
CH,2022-04-06,226.7709275
KR,2022-05-02,226.6633046
BE,2022-04-24,226.5968
SA,2022-06-08,226.40352
IT,2022-04-24,226.225
TH,2022-06-03,226.1845
HK,2022-07-26,226.139
AT,2022-01-27,225.9446485
ES,2022-03-21,225.8305496
CH,2022-07-06,225.7094403
ES,2022-03-18,225.6700276
DK,2022-06-30,225.582583
MX,2022-04-23,225.5494973
PT,2022-01-07,225.4798631
KR,2022-01-03,225.4034266
BE,2022-07-06,225.3848082
ES,2022-04-21,225.2861699
IE,2022-08-08,225.0491124
MX,2022-04-18,225.045
GR,2022-09-07,224.8372735
MX,2022-05-05,224.7369488
AE,2022-08-03,224.4617
GR,2022-09-16,224.419742
PT,2022-01-08,224.249
GR,2022-09-02,224.128261
IL,2022-06-11,224.0424
VN,2022-06-01,224.0103
AE,2022-06-17,223.9122
NZ,2022-03-13,223.5336
JP,2022-05-19,223.4294568
NO,2022-03-01,223.2938
HK,2022-07-31,223.0573419
NO,2022-05-23,222.8678441
BE,2022-03-13,222.7013
HK,2022-09-19,222.1825
JP,2022-03-20,222.132434
IT,2022-05-18,221.8378864
PT,2022-05-24,221.7598468
SG,2022-05-09,221.6565
NO,2022-02-08,221.4891328
SA,2022-07-08,221.3525727
ES,2022-03-26,221.3416046
AE,2022-07-28,221.3004
ES,2022-04-20,221.1293
ES,2022-07-04,221.0378
DK,2022-04-19,220.9601
ES,2022-05-01,220.6643
ES,2022-05-04,220.5140514
IT,2022-07-02,220.3676008
AE,2022-07-31,220.2790291
AE,2022-04-23,220.1710302
DK,2022-04-30,219.9161
IT,2022-06-15,219.8942078
AT,2022-01-01,219.84151
FI,2022-07-12,219.8406
KR,2022-03-21,219.6906835
DK,2022-06-28,219.65481
AT,2022-07-21,219.255596
DK,2022-04-22,219.0764
GR,2022-08-13,219.01325
CH,2022-03-21,218.9329294
IT,2022-06-19,218.6772109
SG,2022-01-19,218.4401086
AT,2022-07-20,218.1032347
MX,2022-03-26,217.8551386
JP,2022-07-10,217.7646401
MX,2022-05-01,217.5769
SG,2022-07-23,217.505
DK,2022-06-22,217.3879
NL,2022-04-12,217.3449
SG,2022-08-18,217.0798707
JP,2022-06-16,216.9729626
ES,2022-07-02,216.7094761
JP,2022-05-10,216.6665
IE,2022-01-06,216.6331885
IT,2022-05-20,216.6299046
NO,2022-03-14,216.4308287
FI,2022-07-14,216.2394
IT,2022-06-30,216.1984576
AT,2022-07-31,216.0552346
IT,2022-06-09,215.9796339
FI,2022-01-31,215.9636907
NO,2022-03-13,215.7523
HK,2022-07-09,215.2344
MX,2022-03-31,215.2278561
AT,2022-08-12,215.0904
CH,2022-04-02,215.0651
IT,2022-06-17,214.9242
NO,2022-04-17,214.7002
IT,2022-03-18,214.6999606
AT,2022-06-06,214.5996
KR,2022-05-29,214.5078302
HK,2022-07-18,214.4287
AE,2022-04-06,214.4223774
FI,2022-04-24,213.9176
NO,2022-05-13,213.8623315
BE,2022-03-12,213.8415
ES,2022-07-05,213.7574098
PH,2022-05-30,213.7383199
HK,2022-09-18,213.5428551
SG,2022-01-29,213.4967
ES,2022-04-28,213.4635
AT,2022-01-08,213.0896
AT,2022-09-18,212.5801
NO,2022-02-27,212.5232
TH,2022-06-23,212.5216752
SG,2022-01-20,212.5096639
JP,2022-04-09,212.4663
CO,2022-06-11,212.3655
IT,2022-03-14,212.3106681
JP,2022-07-07,212.2584902
SA,2022-06-19,212.2498228
IE,2022-07-13,212.241
TH,2022-05-26,212.1876588
JP,2022-04-03,212.1424
CH,2022-04-15,212.1194
SG,2022-08-19,212.1088733
BE,2022-06-12,212.0829972
ES,2022-05-10,212.0493
BE,2022-03-15,211.9432808
DK,2022-03-22,211.8952725
NO,2022-05-29,211.8640834
KR,2022-06-18,211.7804
IT,2022-04-21,211.698413
SG,2022-01-21,211.5113632
IT,2022-05-08,211.4138
IE,2022-01-01,211.2863339
ES,2022-05-12,211.2135
CH,2022-06-11,211.124
IT,2022-06-24,210.6970091
AE,2022-03-19,210.637836
CH,2022-07-04,210.4083
IE,2022-01-02,210.3791
DK,2022-05-16,210.3255
NO,2022-02-04,210.2902743
ES,2022-03-31,210.1838983
KR,2022-03-30,209.9083707
BE,2022-01-27,209.8269641
TH,2022-06-22,209.748
ES,2022-03-30,209.7411817
HK,2022-07-29,209.7307419
SA,2022-06-05,209.7024
IE,2022-08-21,209.680489
FI,2022-01-30,209.5318
MX,2022-04-05,209.3916
SA,2022-06-15,209.3005131
AT,2022-06-04,209.2283
SG,2022-08-08,209.1918393
DK,2022-04-04,209.0684267
CH,2022-05-20,208.9341386
NO,2022-06-28,208.8307486
IE,2022-07-11,208.6619
AT,2022-05-28,208.578227
NO,2022-03-02,208.5614945
ES,2022-05-03,208.4447553
CH,2022-05-02,208.3399066
GR,2022-08-14,208.2248842
ES,2022-03-29,208.1989
MX,2022-03-23,208.0688
AE,2022-07-17,207.8460091
MX,2022-03-25,207.6283072
ES,2022-05-02,207.4105596
NO,2022-02-02,207.403836
JP,2022-06-04,207.3338
NO,2022-05-22,207.2838
SA,2022-06-16,207.2526085
NO,2022-04-24,207.0717
IE,2022-08-12,207.007721
TH,2022-05-28,206.65015
AE,2022-07-29,206.5291887
IE,2022-08-11,206.3929128
SG,2022-01-30,206.3573
SG,2022-03-14,206.3258801
FI,2022-07-24,206.2998
MX,2022-05-04,206.2571624
MX,2022-04-24,206.2367
IE,2022-08-10,206.1660756
KR,2022-06-01,205.9999
CO,2022-06-12,205.980532
MX,2022-03-28,205.7362174
CH,2022-03-28,205.6960036
JP,2022-06-19,205.5578999
JP,2022-04-17,205.5364
CO,2022-06-06,205.308
DK,2022-08-27,205.1174
MX,2022-04-28,204.8882
SG,2022-07-12,204.8701
FI,2022-09-05,204.8439
AE,2022-04-13,204.6884941
CH,2022-03-29,204.4506
MX,2022-05-11,204.4401592
KR,2022-04-24,204.4154
IT,2022-05-10,203.968
JP,2022-05-21,203.845
SG,2022-01-12,203.8013732
IT,2022-05-16,203.6686
CH,2022-04-11,203.6418238
AE,2022-07-07,203.6094895
FI,2022-04-11,203.5573513
AT,2022-05-22,203.5322
IT,2022-05-06,203.5236277
CH,2022-06-07,203.3999
DK,2022-04-18,203.3961
PT,2022-01-16,203.2436
JP,2022-07-11,203.0559
CO,2022-06-04,203.0354
ES,2022-05-05,203.0090735
CH,2022-04-09,202.943634
KR,2022-05-03,202.8978104
HK,2022-06-09,202.847877
AE,2022-07-21,202.7901
IT,2022-04-22,202.682
NZ,2022-06-03,202.6106
IT,2022-06-29,202.4284
MX,2022-04-29,202.3334743
IT,2022-05-22,202.2673
KR,2022-05-27,202.0527
KR,2022-06-16,201.9515475
ZA,2022-07-09,201.6645
ES,2022-04-29,201.6520633
FI,2022-05-30,201.4669181
ES,2022-03-22,201.4641496
CH,2022-04-29,201.0270193
ES,2022-04-15,200.9208
KW,2022-05-27,200.9094
ES,2022-04-14,200.8042157
BE,2022-06-07,200.7063
AT,2022-07-29,200.5655988
AE,2022-07-10,200.5264546
IT,2022-05-21,200.4803
JP,2022-07-08,200.3875846
HK,2022-08-04,200.2635531
JP,2022-07-26,200.252
KR,2022-05-04,200.1420514
AT,2022-05-31,200.0686428
JP,2022-05-04,200.0318404
NO,2022-02-25,199.8099469
ES,2022-04-27,199.7702642
IE,2022-01-13,199.6760897
KR,2022-04-15,199.671
MX,2022-04-02,199.5095
ES,2022-07-07,199.4688985
KR,2022-06-02,199.3898
IT,2022-05-02,199.0653706
IT,2022-06-14,198.7775
KR,2022-03-31,198.6169277
TH,2022-06-24,198.5713559
ES,2022-03-19,198.3775848
TH,2022-05-24,198.3177945
IT,2022-04-28,198.3041
NO,2022-05-09,198.2477
KR,2022-04-08,198.0756
AT,2022-01-06,198.0002539
HK,2022-07-02,197.740499
BE,2022-06-26,197.7136
CH,2022-04-01,197.579497
KR,2022-04-14,197.4537147
IE,2022-08-15,197.153464
AE,2022-04-29,197.1463973
AT,2022-07-01,197.0561
AT,2022-05-27,197.0041
IT,2022-03-17,196.718
IT,2022-04-25,196.3167
SG,2022-07-31,196.3023457
KR,2022-03-28,196.0895834
AE,2022-08-04,195.987666
SG,2022-03-13,195.858
IT,2022-06-22,195.8434
ES,2022-03-24,195.6769496
KR,2022-05-20,195.4859267
DK,2022-04-17,195.392
IT,2022-09-21,195.351079
SA,2022-05-26,195.2566037
NO,2022-06-15,195.2547892
IT,2022-05-14,195.2355
NO,2022-05-21,195.1024
NO,2022-04-30,195.0963
IT,2022-07-01,195.0935
ES,2022-04-03,195.0773
KR,2022-05-11,194.6700565
FI,2022-03-03,194.617365
KR,2022-04-12,194.4225
ES,2022-03-28,194.3486064
IT,2022-05-17,194.3333803
DK,2022-05-17,194.3045196
ES,2022-03-17,194.0316
FI,2022-02-08,193.9298465
AT,2022-05-24,193.8986945
JP,2022-04-19,193.8606
SG,2022-07-28,193.7953
TH,2022-05-31,193.6488092
IE,2022-07-17,193.0386651
FI,2022-02-15,192.6756
AE,2022-04-30,192.6566
CO,2022-05-27,192.6044
IE,2022-09-13,192.577656
ES,2022-04-19,192.3939
ES,2022-04-30,192.2904
AE,2022-06-29,192.2335
AE,2022-07-30,192.2049779
HK,2022-06-16,192.1820434
AE,2022-03-30,192.0527955
KR,2022-05-16,191.6505
ES,2022-04-07,191.4160039
IT,2022-04-01,191.3923
MX,2022-04-30,191.3731
AT,2022-05-29,191.2974183
NO,2022-03-10,191.2962273
AT,2022-01-04,191.2381208
ES,2022-06-12,191.2155752
SG,2022-01-22,191.1743998
ES,2022-05-21,191.137
NO,2022-03-15,191.0601267
IT,2022-04-16,191.0087325
KR,2022-05-26,190.8812817
SG,2022-01-13,190.8635281
DK,2022-04-20,190.8545
AT,2022-05-26,190.3893707
CH,2022-04-10,189.999037
CH,2022-04-08,189.902
IT,2022-04-29,189.8126743
JP,2022-06-27,189.8018
DK,2022-08-30,189.7202265
IT,2022-04-03,189.6026
IT,2022-06-21,189.5524
SG,2022-08-02,189.5209531
KR,2022-03-29,189.4987
MX,2022-04-22,189.3504
FI,2022-05-23,189.250634
AT,2022-07-15,189.211082
CH,2022-03-26,189.1601854
SG,2022-02-15,189.0286
AT,2022-07-19,188.9648742
HK,2022-08-06,188.8769221
CH,2022-05-17,188.575804
KR,2022-03-22,188.5395276
HK,2022-07-30,188.516921
ES,2022-04-02,188.3761
IT,2022-04-15,188.2313
AE,2022-07-19,188.1527715
BE,2022-07-17,188.0716209
BE,2022-04-25,188.0507
SG,2022-08-17,187.7467747
DK,2022-04-14,187.6227166
DK,2022-04-21,187.6137845
KR,2022-05-25,187.3474614
CH,2022-04-19,187.1947
AE,2022-07-22,187.1032834
ES,2022-07-01,186.9725
BE,2022-06-10,186.7537138
GR,2022-07-11,186.7278
SG,2022-05-22,186.5313
IE,2022-08-04,186.4434365
SA,2022-07-11,186.3892
AT,2022-01-21,186.1526018
AT,2022-01-10,186.0805585
AT,2022-01-26,186.0345443
MX,2022-04-17,185.977
AE,2022-04-09,185.9663
IT,2022-05-01,185.7451
SG,2022-07-13,185.7161
ES,2022-05-11,185.5732409
FI,2022-03-15,185.5142166
IT,2022-04-30,185.4927
TH,2022-06-18,185.3476
FI,2022-07-15,185.2344699
ES,2022-04-23,185.2258753
FI,2022-02-09,185.1582
CO,2022-06-13,185.0337
ES,2022-03-23,184.8321
GR,2022-08-18,184.8036454
DK,2022-05-20,184.7180056
TH,2022-06-10,184.7153909
KR,2022-04-13,184.6512095
AE,2022-04-03,184.6473
JP,2022-07-23,184.6171
NO,2022-05-20,184.4710955
FI,2022-07-29,184.4312116
MX,2022-04-20,184.3442
DK,2022-04-08,184.3086
DK,2022-04-29,184.2127303
TH,2022-06-29,184.1029
NO,2022-06-12,183.8616156
KR,2022-04-23,183.8571752
AT,2022-06-13,183.8217
SG,2022-02-14,183.6778
ES,2022-04-06,183.6686513
ES,2022-04-24,183.6264
MX,2022-04-08,183.5134
NO,2022-03-04,183.4144421
CH,2022-03-24,183.3760624
JP,2022-04-27,183.1940422
NO,2022-05-07,183.124
DK,2022-09-12,183.0618
AE,2022-04-07,183.0482543
TW,2022-01-09,182.9871483
FI,2022-07-22,182.3455183
ES,2022-03-27,182.2158
DK,2022-08-25,182.1281984
JP,2022-04-01,182.1024
DK,2022-05-12,182.0614
DK,2022-04-15,182.0396
DK,2022-06-18,182.0332
MX,2022-04-06,182.0329293
FI,2022-01-28,181.7404919
NO,2022-08-09,181.72
PL,2022-07-10,181.6486439
SG,2022-05-23,181.608457
AE,2022-08-01,181.5422
CH,2022-06-23,181.4581059
MX,2022-04-13,181.4149003
FI,2022-01-17,181.2684
AT,2022-05-30,181.2557035
IT,2022-06-10,181.1570019
CH,2022-07-03,181.0962
DK,2022-04-09,180.9909
PT,2022-01-11,180.7918963
SG,2022-03-15,180.6628487
IE,2022-08-03,180.6477
KR,2022-04-22,180.6368
KR,2022-06-26,180.2827
TH,2022-06-09,180.2739421
GR,2022-05-24,180.2262146
BE,2022-05-09,180.211
HK,2022-07-25,180.1819
DK,2022-09-13,180.1634954
JP,2022-07-27,180.0983
SG,2022-08-01,180.0578
FI,2022-07-31,179.8982199
IT,2022-03-21,179.7741955
NO,2022-06-27,179.3685
JP,2022-04-25,179.3218
ES,2022-05-18,179.1919811
DK,2022-03-24,179.0870395
IT,2022-03-24,179.0230945
CO,2022-05-17,179.020411
SG,2022-02-20,178.9458
BE,2022-04-16,178.7500464
ES,2022-03-25,178.7457705
MX,2022-04-11,178.6611238
PL,2022-07-08,178.532858
IE,2022-07-19,178.5055036
AT,2022-07-11,177.9425
BE,2022-06-09,177.9002981
MX,2022-04-14,177.8310487
HK,2022-06-25,177.8225
DK,2022-04-16,177.6914864
DK,2022-04-12,177.6674
KR,2022-04-09,177.6611
SG,2022-03-16,177.6367574
AE,2022-04-27,177.3101762
BE,2022-04-05,177.302
IT,2022-06-23,177.2711035
ES,2022-06-10,177.2593129
KR,2022-04-03,177.2104
JP,2022-02-07,177.1259
IT,2022-06-16,177.0292685
DK,2022-03-17,176.9557
NO,2022-05-04,176.7072083
SG,2022-02-06,176.6402817
IT,2022-03-19,176.5498115
ES,2022-05-17,176.3517546
SG,2022-06-08,176.1745485
HK,2022-06-13,176.1184
PL,2022-07-09,176.0322
JP,2022-04-18,175.8796
DK,2022-07-02,175.5609035
NO,2022-04-29,175.4654863
JP,2022-07-02,175.4400421
CH,2022-04-14,175.4169386
ES,2022-06-16,175.2633215
BE,2022-06-27,175.1517
SG,2022-09-18,175.100511
LT,2022-07-13,174.9014
NO,2022-03-08,174.8591825
DK,2022-04-28,174.8167
ES,2022-04-08,174.8021
KR,2022-06-13,174.7882
AT,2022-07-10,174.7340829
MX,2022-04-26,174.7309
PL,2022-06-18,174.6819
BE,2022-03-20,174.5606147
BE,2022-05-01,174.3868
BE,2022-04-19,174.364
AT,2022-07-05,174.1403761
IT,2022-07-05,173.4371098
AE,2022-04-01,173.3533
KR,2022-04-25,172.9449
FI,2022-07-25,172.6718
NO,2022-03-06,172.4413162
IE,2022-07-26,172.42965
AE,2022-04-04,172.3957505
FI,2022-02-11,172.3564
CO,2022-06-05,172.3194
FI,2022-09-01,172.3015954
KW,2022-06-26,172.2995
MX,2022-04-07,172.2390434
SG,2022-06-06,171.9567
CH,2022-07-01,171.940009
DK,2022-09-09,171.8732472
BE,2022-05-20,171.8356615
FI,2022-09-02,171.5705
MX,2022-04-01,171.5352
AT,2022-08-01,171.533119
AT,2022-07-08,171.5071707
AE,2022-04-05,171.483181
MX,2022-04-09,171.4552
BE,2022-04-20,171.2202
FI,2022-08-12,171.1409
KR,2022-05-12,170.9852
BE,2022-04-06,170.9468064
JP,2022-06-13,170.8451
BE,2022-05-08,170.765
JP,2022-05-06,170.6350423
HK,2022-08-01,170.6012
FI,2022-03-12,170.5797
KR,2022-05-18,170.5274123
NO,2022-05-05,170.2995763
NO,2022-05-01,170.2664
CO,2022-06-18,170.1109
NO,2022-05-26,170.0498624
FI,2022-08-02,170.03861
ES,2022-04-12,170.0309
CH,2022-07-08,170.0015166
FI,2022-01-19,169.9459856
SG,2022-02-11,169.6527
AE,2022-04-25,169.501842
SA,2022-06-07,169.4834
DK,2022-04-13,169.3344738
PT,2022-08-29,169.2605
TH,2022-06-19,169.2390642
IT,2022-06-25,169.113
MX,2022-04-12,168.9234
ES,2022-04-09,168.6874
NO,2022-04-28,168.6793
CH,2022-03-31,168.6316591
BE,2022-04-17,168.6207
HK,2022-06-14,168.2391
AE,2022-04-15,168.1583
MY,2022-07-09,168.1312
SG,2022-02-03,168.0474
BE,2022-06-13,167.9867
IE,2022-08-28,167.7404
SG,2022-07-15,167.7073378
ES,2022-04-04,167.6828276
MX,2022-04-19,167.611
ES,2022-04-05,167.5704
FI,2022-01-24,167.5592
FI,2022-03-06,167.5532116
LT,2022-07-12,167.4233
AE,2022-07-23,167.3387
TW,2022-02-03,167.1267
GR,2022-09-21,167.0305
BE,2022-05-18,166.9983637
FI,2022-07-27,166.937
CH,2022-03-30,166.7032445
FI,2022-06-05,166.6692
ES,2022-04-11,166.4696467
AE,2022-04-19,166.2645
SG,2022-02-13,166.2102
SG,2022-02-10,166.1484
PT,2022-07-10,166.0578075
HK,2022-08-03,165.9752
NO,2022-02-05,165.8636
NO,2022-03-07,165.6246
AE,2022-04-10,165.5128
IT,2022-04-20,165.4698
BE,2022-04-23,165.3962422
FI,2022-09-08,165.2528711
SG,2022-02-09,165.0937
SG,2022-07-30,164.9965403
NO,2022-05-02,164.9926248
FI,2022-06-02,164.9437
ES,2022-06-19,164.8216192
AE,2022-07-15,164.74048
IT,2022-04-02,164.4103
SG,2022-06-09,164.3019853
NO,2022-08-10,164.3
NO,2022-08-07,164.21
CH,2022-07-07,164.1408713
AT,2022-01-02,163.8568
IE,2022-07-21,163.759
NO,2022-04-20,163.6715
AE,2022-03-18,163.6626674
BE,2022-06-15,163.6222179
MY,2022-05-25,163.3640495
ES,2022-04-10,163.2753
SG,2022-02-12,163.2166
FI,2022-06-01,163.1376
BE,2022-04-02,162.8755
NO,2022-06-16,162.7611981
ES,2022-06-20,162.7339
FI,2022-09-14,162.5555
IT,2022-05-12,162.5333
IT,2022-04-07,162.4353241
SA,2022-06-26,162.2183
AT,2022-07-18,162.1732
IE,2022-07-15,162.1644918
SG,2022-01-24,162.0049
ZA,2022-03-26,161.9609
NO,2022-03-11,161.8548992
SG,2022-05-16,161.8067
BE,2022-03-22,161.7373505
DK,2022-08-26,161.5904
IT,2022-04-08,161.5052
IE,2022-08-29,161.2901
AE,2022-07-20,161.2610228
AT,2022-05-23,161.1492588
JP,2022-06-05,161.0183
IE,2022-08-18,161.011987
AT,2022-06-08,160.9699073
FI,2022-01-20,160.8492873
NO,2022-07-07,160.6766522
IT,2022-06-27,160.5402
FI,2022-08-16,160.3308073
SA,2022-06-24,159.9792412
FI,2022-07-10,159.9703627
IE,2022-03-11,159.8810752
FI,2022-06-04,159.6392
IE,2022-08-02,159.6093515
KR,2022-04-20,159.5046
SG,2022-07-24,159.4576
NO,2022-05-12,159.3516
AT,2022-05-25,159.3341986
SG,2022-06-25,159.3148
ES,2022-04-22,159.0943
TH,2022-06-27,159.0099
IE,2022-08-24,158.973877
SA,2022-06-25,158.6546
NO,2022-05-14,158.6289
NO,2022-04-23,158.5406312
IE,2022-01-17,158.4126
AE,2022-04-18,158.3633
CH,2022-03-25,158.3462109
BE,2022-05-10,158.2825
BE,2022-05-21,158.1846
BE,2022-04-11,158.1728118
IE,2022-09-04,158.097448
FI,2022-08-15,157.9370623
SG,2022-05-08,157.8172
CH,2022-06-30,157.6527829
TH,2022-05-29,157.6399945
ES,2022-06-13,157.2408
IT,2022-04-11,157.2238008
IT,2022-06-07,157.0923
SG,2022-06-10,156.9827817
AT,2022-06-27,156.965
NO,2022-05-03,156.9557901
IT,2022-04-14,156.9204606
SA,2022-01-14,156.7995301
AE,2022-03-21,156.5151074
JP,2022-03-28,156.3309165
BE,2022-04-26,156.308
KR,2022-04-05,156.2128
FI,2022-02-04,156.1491724
SG,2022-02-01,156.1012469
IT,2022-04-19,155.9101
IT,2022-04-12,155.5085
IE,2022-07-12,155.3987
NO,2022-03-12,155.2988
SG,2022-06-23,155.2820316
FI,2022-07-23,155.111
SG,2022-08-04,155.0690174
SG,2022-03-10,155.0523278
AE,2022-04-14,154.6026844
JP,2022-06-30,154.4758393
BE,2022-07-10,154.4693362
AE,2022-03-25,154.3890779
SG,2022-07-03,154.377
IT,2022-04-13,154.3364637
CO,2022-06-16,154.2380643
SA,2022-06-23,154.1977557
TW,2022-05-25,154.1962825
ES,2022-04-13,154.1078866
BE,2022-05-13,154.0699232
SG,2022-07-20,154.0609247
NZ,2022-05-13,153.936369
ES,2022-05-06,153.7699873
BE,2022-07-07,153.7419162
BE,2022-04-04,153.4409285
NO,2022-03-05,153.289
BE,2022-05-03,153.2701745
IE,2022-09-11,153.201833
SG,2022-08-03,153.1785
BE,2022-04-03,153.166
BE,2022-04-15,153.1262
SG,2022-05-07,152.952
TH,2022-06-16,152.8975561
JP,2022-06-24,152.7672091
BE,2022-03-21,152.7090514
IE,2022-07-14,152.5493
TH,2022-07-03,152.4954
ES,2022-06-26,152.4254
NO,2022-03-27,152.3895
TH,2022-05-30,152.1949778
IE,2022-01-12,152.1234541
JP,2022-07-03,152.1078
FI,2022-08-30,151.7438017
NO,2022-05-06,151.712923
ES,2022-06-11,151.6845
IT,2022-03-22,151.6163065
IT,2022-04-06,151.5008834
IT,2022-04-09,151.3034
DK,2022-07-03,151.1177
AE,2022-04-12,151.0519
FI,2022-07-26,150.6974
BE,2022-03-31,150.544726
BE,2022-04-30,150.4963
IE,2022-07-25,150.392433
IT,2022-03-27,150.2135
FI,2022-02-19,150.1449036
TW,2022-05-24,150.0256486
FI,2022-02-13,149.9842
DK,2022-07-06,149.8888284
SG,2022-06-12,149.8372513
HK,2022-07-19,149.8271156
IS,2022-05-08,149.5835
JP,2022-04-14,149.5663386
HK,2022-06-27,149.4237
IT,2022-05-11,148.7691456
SG,2022-01-23,148.6639497
BE,2022-04-10,148.5031
KR,2022-04-11,148.4790449
JP,2022-06-14,148.4001
BE,2022-04-28,147.9743
FI,2022-03-14,147.8358773
AE,2022-04-22,147.8239
IT,2022-04-05,147.76
DK,2022-06-23,147.7402554
FI,2022-01-18,147.7161362
JP,2022-06-10,147.5829478
SG,2022-02-02,147.3120892
FI,2022-03-09,147.2927945
JP,2022-04-10,147.1727
NZ,2022-05-26,147.0398945
SG,2022-02-16,146.9484906
BE,2022-06-17,146.8241
JP,2022-07-01,146.5393
SG,2022-06-26,146.4483
AE,2022-03-31,146.3691838
MX,2022-04-03,146.1814
HK,2022-07-24,146.1813
SG,2022-05-13,145.9551489
SG,2022-02-05,145.5614
AE,2022-03-22,145.5246624
FI,2022-04-20,145.4462
BE,2022-05-14,145.3917
SG,2022-06-11,145.3402
AE,2022-07-08,145.0372203
BE,2022-06-14,144.9437
CH,2022-09-20,144.792003
BE,2022-04-18,144.7392
NO,2022-04-04,144.4840184
KR,2022-04-04,144.3820184
AT,2022-06-29,144.3375
CH,2022-06-22,144.3221
NO,2022-06-08,144.3144128
AE,2022-03-23,144.2228
SG,2022-06-15,144.1298071
SG,2022-03-05,143.8513
NO,2022-06-05,143.7202
NO,2022-02-07,143.6067
SG,2022-09-19,143.58
JP,2022-06-17,143.5211
KR,2022-06-14,143.3501
