Market,Date,Total Spend,Ad Spend,FB Spend
ES,2023-04-13,1151.45,345.43,806.01
SE,2023-04-13,3261.77,978.53,2283.24
CH,2023-04-13,1442.88,432.86,1010.01
TW,2023-04-13,72.99,21.9,51.09
AE,2023-04-13,215.16,64.55,150.61
GB,2023-04-13,3197.4,959.22,2238.18
US,2023-04-13,23289.48,6986.84,16302.64
AU,2023-04-14,686.51,205.95,480.56
AT,2023-04-14,207.45,62.24,145.22
BH,2023-04-14,19.84,5.95,13.89
BE,2023-04-14,801.09,240.33,560.76
CA,2023-04-14,790.03,237.01,553.02
HR,2023-04-14,34.61,10.38,24.23
DK,2023-04-14,192.89,57.87,135.02
FI,2023-04-14,21.7,6.51,15.19
FR,2023-04-14,1134.27,340.28,793.99
DE,2023-04-14,1513.43,454.03,1059.4
GR,2023-04-14,173.88,52.16,121.71
HK,2023-04-14,92.78,27.83,64.94
IE,2023-04-14,210.24,63.07,147.17
IL,2023-04-14,46.08,13.82,32.25
IT,2023-04-14,1857.15,557.15,1300.01
JP,2023-04-14,141.44,42.43,99.0
KR,2023-04-14,4.75,1.43,3.33
LU,2023-04-14,26.24,7.87,18.37
NL,2023-04-14,1126.32,337.9,788.42
NZ,2023-04-14,146.81,44.04,102.77
NO,2023-04-14,589.71,176.91,412.8
PT,2023-04-14,327.61,98.28,229.32
QA,2023-04-14,30.48,9.14,21.33
SG,2023-04-14,74.28,22.28,52.0
ZA,2023-04-14,88.02,26.41,61.62
ES,2023-04-14,825.06,247.52,577.54
SE,2023-04-14,2237.97,671.39,1566.58
CH,2023-04-14,1065.47,319.64,745.83
TW,2023-04-14,68.29,20.49,47.8
AE,2023-04-14,161.89,48.57,113.32
GB,2023-04-14,2383.95,715.18,1668.76
US,2023-04-14,19514.38,5854.31,13660.07
AU,2023-04-15,664.09,199.23,464.86
AT,2023-04-15,288.45,86.53,201.91
BH,2023-04-15,10.12,3.04,7.09
BE,2023-04-15,787.44,236.23,551.21
CA,2023-04-15,565.94,169.78,396.16
HR,2023-04-15,31.3,9.39,21.91
DK,2023-04-15,288.24,86.47,201.77
FI,2023-04-15,28.2,8.46,19.74
FR,2023-04-15,1085.71,325.71,759.99
DE,2023-04-15,1947.22,584.17,1363.06
GR,2023-04-15,169.84,50.95,118.89
HK,2023-04-15,95.67,28.7,66.97
IE,2023-04-15,130.07,39.02,91.05
IL,2023-04-15,68.29,20.49,47.8
IT,2023-04-15,1690.08,507.02,1183.06
JP,2023-04-15,101.87,30.56,71.31
KR,2023-04-15,2.17,0.65,1.52
LU,2023-04-15,22.42,6.73,15.69
NL,2023-04-15,1394.92,418.48,976.44
NZ,2023-04-15,141.33,42.4,98.93
NO,2023-04-15,573.38,172.01,401.37
PT,2023-04-15,271.61,81.48,190.13
QA,2023-04-15,31.51,9.45,22.06
SG,2023-04-15,105.38,31.61,73.76
ZA,2023-04-15,110.96,33.29,77.67
ES,2023-04-15,727.42,218.23,509.19
SE,2023-04-15,2185.67,655.7,1529.97
CH,2023-04-15,1112.26,333.68,778.58
TW,2023-04-15,31.61,9.48,22.13
AE,2023-04-15,160.34,48.1,112.24
GB,2023-04-15,1947.53,584.26,1363.27
US,2023-04-15,19122.53,5736.76,13385.77
AU,2023-04-16,1007.75,302.33,705.43
AT,2023-04-16,348.25,104.48,243.78
BH,2023-04-16,6.0,1.8,4.2
BE,2023-04-16,983.46,295.04,688.42
CA,2023-04-16,731.14,219.34,511.8
HR,2023-04-16,27.91,8.37,19.54
DK,2023-04-16,468.89,140.67,328.22
FI,2023-04-16,39.59,11.88,27.71
FR,2023-04-16,1215.32,364.6,850.72
DE,2023-04-16,2809.6,842.88,1966.72
GR,2023-04-16,188.44,56.53,131.91
HK,2023-04-16,131.59,39.48,92.11
IE,2023-04-16,190.51,57.15,133.36
IL,2023-04-16,78.97,23.69,55.28
IT,2023-04-16,2015.51,604.65,1410.86
JP,2023-04-16,79.49,23.85,55.64
KR,2023-04-16,3.0,0.9,2.1
LU,2023-04-16,24.91,7.47,17.44
NL,2023-04-16,1849.6,554.88,1294.72
NZ,2023-04-16,142.96,42.89,100.07
NO,2023-04-16,641.62,192.49,449.13
PT,2023-04-16,240.75,72.22,168.52
QA,2023-04-16,42.38,12.71,29.67
SG,2023-04-16,160.12,48.04,112.08
ZA,2023-04-16,78.77,23.63,55.14
ES,2023-04-16,862.42,258.72,603.69
SE,2023-04-16,2648.75,794.63,1854.13
CH,2023-04-16,1452.14,435.64,1016.5
TW,2023-04-16,20.05,6.02,14.04
AE,2023-04-16,198.78,59.63,139.15
GB,2023-04-16,2754.81,826.44,1928.37
US,2023-04-16,26682.9,8004.87,18678.03
AT,2023-04-17,5.38,1.62,3.77
CA,2023-04-17,243.65,73.09,170.55
DK,2023-04-17,201.09,60.33,140.76
FI,2023-04-17,14.29,4.29,10.0
FR,2023-04-17,1362.59,408.78,953.81
DE,2023-04-17,672.96,201.89,471.07
GR,2023-04-17,14.91,4.47,10.44
HK,2023-04-17,0.0,0.0,0.0
IE,2023-04-17,161.22,48.37,112.86
IT,2023-04-17,102.62,30.78,71.83
NL,2023-04-17,58.4,17.52,40.88
NO,2023-04-17,14.81,4.44,10.37
SG,2023-04-17,105.72,31.72,74.01
ES,2023-04-17,15.64,4.69,10.95
SE,2023-04-17,1208.4,362.52,845.88
AE,2023-04-17,10.04,3.01,7.03
GB,2023-04-17,1868.93,560.68,1308.25
US,2023-04-17,3126.11,937.83,2188.28
AU,2023-04-18,90.61,27.18,63.43
AT,2023-04-18,5.98,1.79,4.19
CA,2023-04-18,207.71,62.31,145.4
DK,2023-04-18,125.14,37.54,87.6
FI,2023-04-18,7.94,2.38,5.56
FR,2023-04-18,1144.72,343.42,801.31
DE,2023-04-18,994.02,298.21,695.81
GR,2023-04-18,5.98,1.79,4.19
HK,2023-04-18,8.25,2.47,5.77
IE,2023-04-18,168.85,50.65,118.19
IT,2023-04-18,51.54,15.46,36.08
NL,2023-04-18,26.9,8.07,18.83
NO,2023-04-18,11.34,3.4,7.94
SG,2023-04-18,3.2,0.96,2.24
ES,2023-04-18,1.44,0.43,1.01
SE,2023-04-18,1525.1,457.53,1067.57
AE,2023-04-18,33.81,10.14,23.67
GB,2023-04-18,1732.29,519.69,1212.6
US,2023-04-18,2777.44,833.23,1944.21
AU,2023-04-19,71.98,21.59,50.39
AT,2023-04-19,10.15,3.04,7.1
CA,2023-04-19,210.03,63.01,147.02
DK,2023-04-19,73.22,21.97,51.26
FI,2023-04-19,9.74,2.92,6.81
FR,2023-04-19,564.75,169.42,395.32
DE,2023-04-19,616.01,184.8,431.21
GR,2023-04-19,0.31,0.09,0.22
HK,2023-04-19,33.97,10.19,23.78
IE,2023-04-19,111.02,33.31,77.72
IT,2023-04-19,28.58,8.58,20.01
NL,2023-04-19,39.77,11.93,27.84
NO,2023-04-19,11.91,3.57,8.34
SG,2023-04-19,3.62,1.09,2.54
ES,2023-04-19,0.62,0.19,0.43
SE,2023-04-19,1247.87,374.36,873.51
AE,2023-04-19,17.3,5.19,12.11
GB,2023-04-19,869.85,260.96,608.9
US,2023-04-19,2370.84,711.25,1659.59
AU,2023-04-20,99.06,29.72,69.34
AT,2023-04-20,0.62,0.19,0.43
CA,2023-04-20,234.41,70.32,164.09
DK,2023-04-20,76.18,22.85,53.32
FI,2023-04-20,5.15,1.55,3.61
FR,2023-04-20,466.65,140.0,326.66
DE,2023-04-20,568.91,170.67,398.24
GR,2023-04-20,1.13,0.34,0.79
HK,2023-04-20,0.82,0.25,0.58
IE,2023-04-20,141.33,42.4,98.93
IT,2023-04-20,52.16,15.65,36.51
NL,2023-04-20,34.22,10.27,23.96
NO,2023-04-20,6.49,1.95,4.55
SG,2023-04-20,67.11,20.13,46.97
ES,2023-04-20,9.48,2.85,6.64
SE,2023-04-20,1150.5,345.15,805.35
AE,2023-04-20,11.85,3.56,8.3
GB,2023-04-20,1303.88,391.17,912.72
US,2023-04-20,2348.0,704.4,1643.6
AU,2023-04-21,103.42,31.03,72.4
AT,2023-04-21,5.25,1.57,3.67
CA,2023-04-21,200.98,60.29,140.68
DK,2023-04-21,42.19,12.66,29.53
FI,2023-04-21,10.6,3.18,7.42
FR,2023-04-21,645.84,193.75,452.09
DE,2023-04-21,487.88,146.36,341.52
GR,2023-04-21,1.54,0.46,1.08
HK,2023-04-21,0.1,0.03,0.07
IE,2023-04-21,135.22,40.57,94.65
IT,2023-04-21,18.32,5.5,12.82
NL,2023-04-21,17.7,5.31,12.39
NO,2023-04-21,5.25,1.57,3.67
SG,2023-04-21,0.1,0.03,0.07
ES,2023-04-21,4.53,1.36,3.17
SE,2023-04-21,1259.79,377.94,881.85
AE,2023-04-21,92.72,27.82,64.9
GB,2023-04-21,1188.37,356.51,831.86
US,2023-04-21,2503.11,750.93,1752.18
AU,2023-04-22,124.21,37.26,86.95
AT,2023-04-22,6.17,1.85,4.32
CA,2023-04-22,206.74,62.02,144.72
DK,2023-04-22,55.67,16.7,38.97
FI,2023-04-22,2.37,0.71,1.66
FR,2023-04-22,542.73,162.82,379.91
DE,2023-04-22,660.56,198.17,462.39
GR,2023-04-22,0.31,0.09,0.22
HK,2023-04-22,2.16,0.65,1.51
IE,2023-04-22,174.63,52.39,122.24
IT,2023-04-22,14.72,4.41,10.3
NL,2023-04-22,35.81,10.74,25.07
NO,2023-04-22,13.69,4.11,9.58
SG,2023-04-22,0.0,0.0,0.0
ES,2023-04-22,11.73,3.52,8.21
SE,2023-04-22,1544.22,463.27,1080.96
AE,2023-04-22,57.83,17.35,40.48
GB,2023-04-22,953.02,285.91,667.12
US,2023-04-22,2285.67,685.7,1599.97
AU,2023-04-23,47.51,14.25,33.25
AT,2023-04-23,4.02,1.21,2.81
CA,2023-04-23,196.62,58.99,137.63
DK,2023-04-23,197.96,59.39,138.57
FI,2023-04-23,21.74,6.52,15.22
FR,2023-04-23,608.71,182.61,426.1
DE,2023-04-23,660.96,198.29,462.67
GR,2023-04-23,0.62,0.19,0.43
HK,2023-04-23,0.0,0.0,0.0
IE,2023-04-23,160.76,48.23,112.53
IT,2023-04-23,49.05,14.72,34.34
NL,2023-04-23,39.88,11.96,27.92
NO,2023-04-23,17.62,5.29,12.34
SG,2023-04-23,63.27,18.98,44.29
ES,2023-04-23,8.55,2.57,5.99
SE,2023-04-23,1215.88,364.76,851.12
AE,2023-04-23,14.74,4.42,10.32
GB,2023-04-23,822.33,246.7,575.63
US,2023-04-23,2921.34,876.4,2044.94
AU,2023-04-17,1146.79,344.04,802.75
AT,2023-04-17,90.09,27.03,63.06
BH,2023-04-17,12.94,3.88,9.06
BE,2023-04-17,613.62,184.09,429.54
CA,2023-04-17,799.6,239.88,559.72
HR,2023-04-17,29.82,8.95,20.88
DK,2023-04-17,156.77,47.03,109.74
FI,2023-04-17,118.56,35.57,82.99
FR,2023-04-17,1911.29,573.39,1337.9
DE,2023-04-17,3631.73,1089.52,2542.21
GR,2023-04-17,398.04,119.41,278.63
HK,2023-04-17,727.63,218.29,509.34
IE,2023-04-17,171.48,51.44,120.03
IL,2023-04-17,22.16,6.65,15.51
IT,2023-04-17,2719.48,815.84,1903.63
JP,2023-04-17,1407.11,422.13,984.98
KR,2023-04-17,482.33,144.7,337.63
KW,2023-04-17,42.97,12.89,30.08
LU,2023-04-17,7.46,2.24,5.22
NL,2023-04-17,905.42,271.63,633.8
NZ,2023-04-17,116.28,34.89,81.4
NO,2023-04-17,311.16,93.35,217.81
PT,2023-04-17,283.31,84.99,198.31
QA,2023-04-17,12.01,3.6,8.41
SG,2023-04-17,772.05,231.62,540.44
ZA,2023-04-17,56.33,16.9,39.43
ES,2023-04-17,573.76,172.13,401.63
SE,2023-04-17,2923.05,876.92,2046.14
CH,2023-04-17,1086.73,326.02,760.71
TW,2023-04-17,560.19,168.06,392.14
AE,2023-04-17,71.03,21.31,49.72
GB,2023-04-17,3724.51,1117.35,2607.16
US,2023-04-17,30001.01,9000.3,21000.71
AU,2023-04-18,1134.11,340.23,793.87
AT,2023-04-18,122.36,36.71,85.65
BH,2023-04-18,10.21,3.06,7.14
BE,2023-04-18,533.96,160.19,373.77
CA,2023-04-18,696.42,208.93,487.49
HR,2023-04-18,25.87,7.76,18.11
DK,2023-04-18,286.77,86.03,200.74
FI,2023-04-18,109.99,33.0,76.99
FR,2023-04-18,2298.93,689.68,1609.25
DE,2023-04-18,3402.32,1020.7,2381.62
GR,2023-04-18,336.25,100.88,235.38
HK,2023-04-18,609.73,182.92,426.81
IE,2023-04-18,194.82,58.45,136.38
IL,2023-04-18,57.52,17.26,40.26
IT,2023-04-18,2482.11,744.63,1737.47
JP,2023-04-18,834.34,250.3,584.04
KR,2023-04-18,434.18,130.25,303.93
KW,2023-04-18,50.72,15.21,35.5
LU,2023-04-18,18.55,5.57,12.99
NL,2023-04-18,968.14,290.44,677.7
NZ,2023-04-18,64.94,19.48,45.46
NO,2023-04-18,434.39,130.32,304.07
PT,2023-04-18,257.6,77.28,180.32
QA,2023-04-18,25.67,7.7,17.97
SG,2023-04-18,521.59,156.48,365.12
ZA,2023-04-18,53.91,16.17,37.74
ES,2023-04-18,750.95,225.29,525.67
SE,2023-04-18,2638.38,791.51,1846.87
CH,2023-04-18,911.45,273.43,638.01
TW,2023-04-18,573.34,172.0,401.34
AE,2023-04-18,124.73,37.42,87.31
GB,2023-04-18,3966.28,1189.88,2776.39
US,2023-04-18,23773.96,7132.19,16641.77
AU,2023-04-19,868.71,260.61,608.1
AT,2023-04-19,323.02,96.91,226.12
BH,2023-04-19,13.05,3.91,9.13
BE,2023-04-19,702.39,210.72,491.67
CA,2023-04-19,805.13,241.54,563.59
HR,2023-04-19,9.22,2.77,6.45
DK,2023-04-19,430.42,129.13,301.3
FI,2023-04-19,456.62,136.99,319.64
FR,2023-04-19,1447.75,434.33,1013.43
DE,2023-04-19,2198.2,659.46,1538.74
GR,2023-04-19,371.08,111.32,259.75
HK,2023-04-19,1.14,0.34,0.8
IE,2023-04-19,268.03,80.41,187.62
IL,2023-04-19,102.43,30.73,71.7
IT,2023-04-19,1803.3,540.99,1262.31
JP,2023-04-19,56.86,17.06,39.8
KR,2023-04-19,1.35,0.4,0.94
KW,2023-04-19,100.36,30.11,70.25
LU,2023-04-19,22.27,6.68,15.59
NL,2023-04-19,1261.02,378.31,882.72
NZ,2023-04-19,76.02,22.81,53.21
NO,2023-04-19,592.4,177.72,414.68
PT,2023-04-19,313.39,94.02,219.37
QA,2023-04-19,96.42,28.93,67.49
ZA,2023-04-19,32.42,9.72,22.69
ES,2023-04-19,1218.36,365.51,852.85
SE,2023-04-19,2596.93,779.08,1817.85
CH,2023-04-19,1486.8,446.04,1040.76
TW,2023-04-19,12.74,3.82,8.92
AE,2023-04-19,246.38,73.92,172.47
GB,2023-04-19,2390.21,717.06,1673.15
US,2023-04-19,14394.38,4318.31,10076.07
AU,2023-04-20,732.4,219.72,512.68
AT,2023-04-20,374.81,112.44,262.36
BH,2023-04-20,28.45,8.54,19.92
BE,2023-04-20,597.88,179.36,418.51
CA,2023-04-20,805.79,241.74,564.05
HR,2023-04-20,20.93,6.28,14.65
DK,2023-04-20,601.9,180.57,421.33
FI,2023-04-20,240.59,72.18,168.42
FR,2023-04-20,1040.72,312.21,728.5
DE,2023-04-20,1340.48,402.14,938.33
GR,2023-04-20,423.15,126.95,296.21
HK,2023-04-20,2.37,0.71,1.66
IE,2023-04-20,280.59,84.18,196.41
IL,2023-04-20,147.92,44.38,103.55
IT,2023-04-20,1477.37,443.21,1034.16
JP,2023-04-20,52.16,15.65,36.51
KR,2023-04-20,2.78,0.83,1.95
KW,2023-04-20,121.84,36.55,85.29
LU,2023-04-20,39.89,11.97,27.92
NL,2023-04-20,1415.93,424.78,991.15
NZ,2023-04-20,148.64,44.59,104.05
NO,2023-04-20,639.31,191.79,447.52
PT,2023-04-20,388.93,116.68,272.25
QA,2023-04-20,123.08,36.92,86.16
ZA,2023-04-20,48.86,14.66,34.2
ES,2023-04-20,1300.59,390.18,910.41
SE,2023-04-20,2682.81,804.84,1877.97
CH,2023-04-20,1234.41,370.32,864.08
TW,2023-04-20,22.27,6.68,15.59
AE,2023-04-20,302.96,90.89,212.07
GB,2023-04-20,2066.79,620.04,1446.76
US,2023-04-20,12427.05,3728.12,8698.94
AU,2023-04-21,910.52,273.16,637.36
AT,2023-04-21,310.47,93.14,217.33
BH,2023-04-21,49.09,14.73,34.36
BE,2023-04-21,497.45,149.24,348.22
CA,2023-04-21,855.47,256.64,598.83
HR,2023-04-21,39.21,11.76,27.45
DK,2023-04-21,509.7,152.91,356.79
FI,2023-04-21,196.45,58.93,137.51
FR,2023-04-21,1183.74,355.12,828.62
DE,2023-04-21,1735.53,520.66,1214.87
GR,2023-04-21,460.71,138.21,322.5
HK,2023-04-21,4.12,1.23,2.88
IE,2023-04-21,269.82,80.95,188.88
IL,2023-04-21,148.19,44.46,103.73
IT,2023-04-21,1204.53,361.36,843.17
JP,2023-04-21,144.48,43.34,101.14
KR,2023-04-21,3.81,1.14,2.67
KW,2023-04-21,120.09,36.03,84.06
LU,2023-04-21,37.66,11.3,26.36
NL,2023-04-21,1171.18,351.36,819.83
NZ,2023-04-21,156.62,46.99,109.64
NO,2023-04-21,527.6,158.28,369.32
PT,2023-04-21,399.07,119.72,279.35
QA,2023-04-21,68.43,20.53,47.9
ZA,2023-04-21,135.63,40.69,94.94
ES,2023-04-21,1167.89,350.37,817.52
SE,2023-04-21,3022.07,906.62,2115.45
CH,2023-04-21,1264.73,379.42,885.31
TW,2023-04-21,46.1,13.83,32.27
AE,2023-04-21,260.97,78.29,182.68
GB,2023-04-21,2746.28,823.88,1922.4
US,2023-04-21,12757.48,3827.25,8930.24
AU,2023-04-22,1225.83,367.75,858.08
AT,2023-04-22,249.34,74.8,174.54
BH,2023-04-22,99.82,29.95,69.87
BE,2023-04-22,460.41,138.12,322.28
CA,2023-04-22,821.4,246.42,574.98
HR,2023-04-22,50.63,15.19,35.44
DK,2023-04-22,509.08,152.72,356.36
FI,2023-04-22,146.75,44.02,102.72
FR,2023-04-22,1367.02,410.1,956.91
DE,2023-04-22,2028.71,608.61,1420.1
GR,2023-04-22,383.95,115.18,268.76
HK,2023-04-22,5.35,1.61,3.75
IE,2023-04-22,316.95,95.09,221.87
IL,2023-04-22,209.52,62.86,146.66
IT,2023-04-22,1087.42,326.23,761.19
JP,2023-04-22,206.53,61.96,144.57
KR,2023-04-22,8.23,2.47,5.76
KW,2023-04-22,75.12,22.54,52.59
LU,2023-04-22,25.73,7.72,18.01
NL,2023-04-22,1292.61,387.78,904.83
NZ,2023-04-22,116.39,34.92,81.47
NO,2023-04-22,535.32,160.6,374.73
PT,2023-04-22,387.03,116.11,270.92
QA,2023-04-22,53.31,15.99,37.31
ZA,2023-04-22,362.44,108.73,253.71
ES,2023-04-22,886.54,265.96,620.58
SE,2023-04-22,4825.0,1447.5,3377.5
CH,2023-04-22,1151.94,345.58,806.36
TW,2023-04-22,66.99,20.1,46.89
AE,2023-04-22,215.8,64.74,151.06
GB,2023-04-22,3467.14,1040.14,2427.0
US,2023-04-22,13655.24,4096.57,9558.67
AU,2023-04-23,2186.71,656.01,1530.69
AT,2023-04-23,225.78,67.73,158.05
BH,2023-04-23,147.05,44.12,102.94
BE,2023-04-23,730.41,219.12,511.29
CA,2023-04-23,479.39,143.82,335.57
HR,2023-04-23,72.55,21.76,50.78
DK,2023-04-23,479.8,143.94,335.86
FI,2023-04-23,203.32,60.99,142.32
FR,2023-04-23,2471.64,741.49,1730.15
DE,2023-04-23,1823.46,547.04,1276.42
GR,2023-04-23,933.21,279.96,653.25
HK,2023-04-23,4.64,1.39,3.25
IE,2023-04-23,384.79,115.44,269.35
IL,2023-04-23,83.57,25.07,58.5
IT,2023-04-23,1519.05,455.71,1063.33
JP,2023-04-23,174.77,52.43,122.34
KR,2023-04-23,10.72,3.22,7.5
KW,2023-04-23,91.61,27.48,64.13
LU,2023-04-23,48.74,14.62,34.12
NL,2023-04-23,846.34,253.9,592.44
NZ,2023-04-23,151.69,45.51,106.18
NO,2023-04-23,765.66,229.7,535.96
PT,2023-04-23,618.5,185.55,432.95
QA,2023-04-23,47.3,14.19,33.11
ZA,2023-04-23,329.65,98.9,230.76
ES,2023-04-23,1549.35,464.8,1084.54
SE,2023-04-23,4219.25,1265.78,2953.48
CH,2023-04-23,886.33,265.9,620.43
TW,2023-04-23,73.58,22.07,51.5
AE,2023-04-23,245.46,73.64,171.82
GB,2023-04-23,3121.98,936.59,2185.39
US,2023-04-23,15093.73,4528.12,10565.61
AT,2023-04-24,10.75,3.23,7.53
CA,2023-04-24,216.22,64.87,151.36
DK,2023-04-24,72.21,21.66,50.55
FI,2023-04-24,30.73,9.22,21.51
FR,2023-04-24,619.07,185.72,433.35
DE,2023-04-24,629.82,188.95,440.88
GR,2023-04-24,2.15,0.65,1.51
HK,2023-04-24,5.12,1.54,3.58
IE,2023-04-24,203.11,60.93,142.18
IT,2023-04-24,43.84,13.15,30.69
NL,2023-04-24,309.94,92.98,216.96
NO,2023-04-24,5.84,1.75,4.09
SG,2023-04-24,38.51,11.55,26.96
ES,2023-04-24,37.69,11.31,26.39
SE,2023-04-24,1077.84,323.35,754.49
AE,2023-04-24,19.97,5.99,13.98
GB,2023-04-24,1215.4,364.62,850.78
US,2023-04-24,2322.53,696.76,1625.77
AU,2023-04-25,151.62,45.49,106.14
AT,2023-04-25,11.24,3.37,7.86
CA,2023-04-25,156.78,47.03,109.74
DK,2023-04-25,78.85,23.66,55.2
FI,2023-04-25,67.62,20.29,47.33
FR,2023-04-25,528.98,158.7,370.29
DE,2023-04-25,394.88,118.46,276.42
GR,2023-04-25,1.03,0.31,0.72
HK,2023-04-25,0.0,0.0,0.0
IE,2023-04-25,170.38,51.12,119.27
IT,2023-04-25,124.52,37.35,87.16
NL,2023-04-25,79.99,24.0,55.99
NO,2023-04-25,8.04,2.41,5.63
SG,2023-04-25,0.0,0.0,0.0
ES,2023-04-25,66.79,20.04,46.76
SE,2023-04-25,1125.58,337.68,787.91
AE,2023-04-25,78.96,23.69,55.27
GB,2023-04-25,1530.36,459.11,1071.25
US,2023-04-25,2368.98,710.7,1658.29
AU,2023-04-26,156.63,46.99,109.64
AT,2023-04-26,0.52,0.15,0.36
CA,2023-04-26,226.18,67.85,158.33
DK,2023-04-26,27.55,8.27,19.29
FI,2023-04-26,1.14,0.34,0.79
FR,2023-04-26,620.34,186.1,434.24
DE,2023-04-26,400.77,120.23,280.54
GR,2023-04-26,0.0,0.0,0.0
HK,2023-04-26,0.0,0.0,0.0
IE,2023-04-26,225.25,67.58,157.68
IT,2023-04-26,39.0,11.7,27.3
NL,2023-04-26,9.6,2.88,6.72
NO,2023-04-26,7.64,2.29,5.34
SG,2023-04-26,14.45,4.33,10.11
ES,2023-04-26,5.78,1.73,4.04
SE,2023-04-26,1431.88,429.57,1002.32
AE,2023-04-26,26.72,8.02,18.71
GB,2023-04-26,1097.26,329.18,768.08
US,2023-04-26,2170.89,651.27,1519.62
AU,2023-04-27,98.38,29.51,68.86
AT,2023-04-27,0.1,0.03,0.07
CA,2023-04-27,227.52,68.26,159.26
DK,2023-04-27,192.84,57.85,134.99
FI,2023-04-27,0.41,0.12,0.29
FR,2023-04-27,606.41,181.92,424.49
DE,2023-04-27,637.07,191.12,445.95
GR,2023-04-27,0.72,0.22,0.5
HK,2023-04-27,6.17,1.85,4.32
IE,2023-04-27,173.39,52.02,121.37
IT,2023-04-27,201.79,60.54,141.25
NL,2023-04-27,161.45,48.44,113.02
NO,2023-04-27,7.92,2.38,5.55
SG,2023-04-27,4.42,1.33,3.1
ES,2023-04-27,39.51,11.85,27.66
SE,2023-04-27,1196.45,358.94,837.52
AE,2023-04-27,16.67,5.0,11.67
GB,2023-04-27,1141.91,342.57,799.34
US,2023-04-27,2596.45,778.93,1817.51
AU,2023-04-28,226.29,67.89,158.41
AT,2023-04-28,0.21,0.06,0.14
CA,2023-04-28,163.08,48.92,114.15
DK,2023-04-28,88.88,26.66,62.21
FI,2023-04-28,4.41,1.32,3.09
FR,2023-04-28,442.94,132.88,310.06
DE,2023-04-28,335.08,100.52,234.56
GR,2023-04-28,0.0,0.0,0.0
HK,2023-04-28,4.31,1.29,3.02
IE,2023-04-28,146.96,44.09,102.87
IT,2023-04-28,58.6,17.58,41.02
NL,2023-04-28,51.11,15.33,35.78
NO,2023-04-28,9.13,2.74,6.39
SG,2023-04-28,0.0,0.0,0.0
ES,2023-04-28,33.76,10.13,23.64
SE,2023-04-28,1133.94,340.18,793.76
AE,2023-04-28,24.63,7.39,17.24
GB,2023-04-28,871.72,261.52,610.21
US,2023-04-28,2369.17,710.75,1658.42
AU,2023-04-29,175.8,52.74,123.06
AT,2023-04-29,0.62,0.18,0.43
CA,2023-04-29,222.81,66.84,155.96
DK,2023-04-29,162.87,48.86,114.01
FI,2023-04-29,0.0,0.0,0.0
FR,2023-04-29,404.05,121.21,282.83
DE,2023-04-29,417.59,125.28,292.32
GR,2023-04-29,0.1,0.03,0.07
HK,2023-04-29,0.0,0.0,0.0
IE,2023-04-29,146.96,44.09,102.87
IT,2023-04-29,27.09,8.13,18.97
NL,2023-04-29,148.4,44.52,103.88
NO,2023-04-29,12.62,3.79,8.84
SG,2023-04-29,0.0,0.0,0.0
ES,2023-04-29,0.92,0.28,0.65
SE,2023-04-29,1594.74,478.42,1116.32
AE,2023-04-29,58.4,17.52,40.88
GB,2023-04-29,592.78,177.83,414.95
US,2023-04-29,4077.72,1223.32,2854.4
AU,2023-04-30,127.44,38.23,89.21
AT,2023-04-30,0.0,0.0,0.0
CA,2023-04-30,189.31,56.79,132.52
DK,2023-04-30,157.2,47.16,110.04
FI,2023-04-30,10.88,3.26,7.61
FR,2023-04-30,414.34,124.3,290.03
DE,2023-04-30,405.61,121.68,283.93
GR,2023-04-30,0.41,0.12,0.29
HK,2023-04-30,5.13,1.54,3.59
IE,2023-04-30,208.6,62.58,146.02
IT,2023-04-30,16.21,4.86,11.35
NL,2023-04-30,39.5,11.85,27.65
NO,2023-04-30,20.93,6.28,14.65
SG,2023-04-30,5.54,1.66,3.88
ES,2023-04-30,21.75,6.53,15.23
SE,2023-04-30,952.01,285.6,666.41
AE,2023-04-30,196.8,59.04,137.76
GB,2023-04-30,1967.53,590.26,1377.27
US,2023-04-30,1633.02,489.91,1143.12
AU,2023-04-24,915.08,274.52,640.56
AT,2023-04-24,324.9,97.47,227.43
BH,2023-04-24,141.04,42.31,98.73
BE,2023-04-24,536.41,160.92,375.49
CA,2023-04-24,762.26,228.68,533.58
HR,2023-04-24,43.12,12.94,30.19
DK,2023-04-24,523.71,157.11,366.6
FI,2023-04-24,153.95,46.18,107.76
FR,2023-04-24,1170.43,351.13,819.3
DE,2023-04-24,2355.92,706.78,1649.15
GR,2023-04-24,266.31,79.89,186.42
HK,2023-04-24,6.66,2.0,4.66
IE,2023-04-24,207.72,62.32,145.41
IL,2023-04-24,145.14,43.54,101.6
IT,2023-04-24,1105.39,331.62,773.77
JP,2023-04-24,125.47,37.64,87.83
KR,2023-04-24,4.81,1.44,3.37
KW,2023-04-24,113.59,34.08,79.51
LU,2023-04-24,31.96,9.59,22.37
NL,2023-04-24,1406.22,421.87,984.35
NZ,2023-04-24,68.42,20.53,47.89
NO,2023-04-24,622.65,186.8,435.86
PT,2023-04-24,361.98,108.59,253.38
QA,2023-04-24,87.06,26.12,60.94
ZA,2023-04-24,182.73,54.82,127.91
ES,2023-04-24,813.17,243.95,569.22
SE,2023-04-24,2799.13,839.74,1959.39
CH,2023-04-24,1062.48,318.74,743.73
TW,2023-04-24,60.94,18.28,42.66
AE,2023-04-24,271.64,81.49,190.15
GB,2023-04-24,3553.7,1066.11,2487.59
